your_country,,Your Country,Твоя страна,Твоя країна,你的国家,国,국가,Tu país,
and,,and,и,і,与,と,그리고,y,
this_number_is_already_verified,,This number is already verified,Этот номер уже подтвержден,Цей номер уже підтверджено,此号码已经过验证,この電話番号は既に登録されています,이 번호는 이미 확인되었습니다,Este número ya está verificado,
send_letter_to_email,,A letter has been sent to your email address to confirm and activate the account.,На твой адрес электронной почты было отправлено письмо для подтверждения и активации учетной записи.,На твою електронну адресу надіслано лист для підтвердження та активації облікового запису.,一封信已发送到你的电子邮件以确认并激活该帐户。,アカウントを確定し、有効にするために手紙がメールアドレスに送られました。,계정을 확인하고 활성화하기 위한 편지가 귀하의 이메일 주소로 전송되었습니다,Se ha enviado una carta a su dirección de correo electrónico para confirmar y activar la cuenta,
profile,,Profile,Профиль,Профіль,账户,プロファイル,계정,Perfil,
my_points,,MY POINTS,МОИ ОЧКИ,Мої бали,我的支持点,私のポイント,제 요점,MIS PUNTOS,
days_ago,,days ago,дней назад,днів тому,天前,日前に,며칠 전에,hace días,
hours_ago,,hours ago,часов назад,годин тому,小时前,時間前に,몇 시간 전에,horas atras,
minutes_ago,,minutes ago,минут назад ,хвилин тому,分钟前,分前に,몇 분 전에,hace minutos,
seconds_ago,,seconds ago,секунд назад,секунд тому,秒钟前,秒前,초 전에,hace segundos,
less,,less,меньше ,менше,少于,少ない,덜,sin,
more,,more,больше,більше,多于,さらに,더,más,
not_selected,,Item isn't selected,не выбран,Не вибрано,未选择项目,項目は選択されていません,품목이 선택되지 않았습니다,El artículo no está seleccionado,
distribute_forecast_points,,Distribute your Hit Points (HP) among the songs on your list. The maximum you can allocate to a song is 100 HP.,Распредели свои баллы (HP) между песнями в своем списке. Одна песня может получить 100 баллов.,Розподіли свої бали (HP) серед пісень у своєму списку. Одна пісня може отримати 100 балів.,在列表中的歌曲之间分配你的预测点 (Hit Points)。你可以分配给歌曲的最大值为 100 预测点。,HP (Hit Points)を複数の曲に分散するか、全部を1つの曲に割り当てます。100HPは曲に分配することができるのマキシマムです。,목록의 곡에 히트 포인트(HP)를 배포합니다. 한 곡에 할당할 수 있는 최대값은 100 HP입니다,Distribuye tus Hit Points (HP) entre las canciones de tu lista. El máximo que puedes asignar a una canción es 100 HP.,
,,,,,,,,,
image_must_be_less,,Image must be less than 3 MB,Объём картинки не должен превышать 3 мб,Картинка не має перевищувати 3 мб,图片必须小于 3 MB,3MB未満の画像を追加できます。,이미지는 3MB 미만이어야 합니다,La imagen no debe exceder los 3 MB,
hit_hunters,,HitHunters,ХитХантеры,ХiтХантери,HitHunters,HitHunters,HitHunters,HitHunters,
hit_hunt,,HitHunter,ХитХантер,ХiтХантер,HitHunter,HitHunter,HitHunter,HitHunter,
voiting_points,,Voting Points,Voting Points,Voting Points,支持点,投票ポイント,투표소,Voting Points,
hit_points,,Hit Points,Hit Points,Hit Points,预测点,ヒットポイント,히트 포인트,Hit Points,
,,,,,,,,,
tracks1,tracks,tracks,трек,трек,歌曲,音楽トラック,트랙,PISTAS,Titel
tracks24,tracks,tracks,трека,трека,歌曲,音楽トラック,트랙,PISTAS,Titel
tracks5,tracks,tracks,треков,треків,歌曲,音楽トラック,트랙,PISTAS,Titel
create_playlist,Create playlist,Create playlist,Создать плейлист,Створити плейлист,创建播放列表,再生リストを作成する,프레이리스트 만들기 ,Crear lista de reproducción,Wiedergabeliste erstellen
playlist_name,Playlist name,Playlist name,Название плейлиста,Назва плейлісту,播放列表名称,再生リスト名,프레이리스트,Nombre de la lista de reproducción,Playlist Name
type_here_to_find_country,Type here to find your country,Type here to find your country,,"Введіть тут, щоб знайти свою країну",在此处输入以查找你所在的国家/地区,,,,
internet_connection_not_exist,Internet connection not exist,Internet connection not exist,,Немає інтернет-з'єднання,没有网络,,,,
playlists,Playlists,Playlists,Плейлист ,Плейліст,播放列表,プレイリスト,플레이리스트,Lista de reproducción,Wiedergabelisten
new_tracks,New tracks,New tracks,Новые треки ,Нові треки,新歌曲,新曲,최신곡,Nuevas pistas,Neue Titel
edit,Edit,Edit,Редактировать,Редагувати,编辑,編集,수정,Editar,Bearbeiten 
add_songs,Add songs,Add songs,Добавить песни,Додати пісні,加上音乐,曲を追加,노래 추가,Agregar canciones,Songs hinzufügen
delete_playlist,Delete playlist,Delete playlist,Удалить плейлист,Видалити плейліст,删除播放列表,再生リストを削除,프레이리스트를 삭제,Eliminar lista de reproducción,Playlist löschen
deleting_a_playlist,Deleting a playlist,Deleting a playlist,Плейлист удаляется,Плейлист видаляється,在删除播放列表,再生リストの削除,프레이리스트를 삭제,Eliminar una lista de reproducción,Löschen einer Playlist
are_you_sure_delete_playlist,Are you sure you want to delete the playlist?,Are you sure you want to delete the playlist?,"Вы уверены, что хотите удалить данный плейлист?","Ви впевнені, що хочете видалити даний плейліст?",你确定要删除播放列表吗,本当にこの再生リストを削除しますか？,프레이리스트를 삭제하시겠습니까?,¿Estás seguro de que deseas eliminar la lista de reproducción?,Bist du dir sicher die Playlist zu löschen?
username_must_be_length,Username must be more than 3 and less than 32 characters,Username must be more than 3 and less than 32 characters,,Назва користувача має бути довше 3 та не більше 32 літер,用户名必须大于 3 且小于 32 个字符,,,,
total_bonuses,Total bonuses,Total bonuses,,Усі бонуси,奖金总额,,,,
my_awards,My Awards,My Awards,,Мої нагороди,"
我的奖项",,,,
to_improove_your_position,To improove your position,To improve your position,,Щоб посилити свою позицію,"
提高你的位置",,,,
start_hithunting,Start HitHunting,Start HitHunting,,Спробуй HitHunting,开始HitHunting,,,,
my_place,My place,My place,,Моя позиція в рейтингу,我的位置,,,,
regular,Regular,Regular,,Початківець,正常,,,,
pro,Pro,Pro,,Експерт,厉害,,,,
legend,Legend,Legend,,Гуру,最厉害,,,,
cover_image_wrong_format,Either the song file or the cover image is in wrong format.,Either the song file or the cover image is in wrong format.,,"Або пісня, або обкладинка альбому в неправильному форматі",歌曲文件或封面图片格式错误,,,,
failed_to_upload_a_song,Failed to upload a song. Please try again.,Failed to upload a song. Please try again.,,"Не вдалось завантажити пісню. Будь ласка, спробуй ще раз",上传歌曲失败。请再试一次。,,,,
failed_to_add_coauthor,Failed to add coauthor. Please try again.,Failed to add coauthor. Please try again.,,"Не вдалось додати співавтора. Будь ласка, спробуй ще раз",添加共同作者失败。请再试一次。,,,,
Image_must_be_less,Image must be less 3Mb,Image must be less 3Mb,,Картинка має бути мешне 3 МБ,"
图片必须小于 3Mb",,,,
you_dont_have_favorite_songs,You don't have favorite songs. You can find it on Stream,You don't have favorite songs. You can find it on Stream,,У тебе поки немає улюблених пісень. Але ти можеш їх знайти у стрімі,你没有最喜欢的歌曲。你可以在 Stream 上找到一下,,,,
go_to_stream,Go to Stream,Go to Stream,,Перейти до стріму,打开Stream,,,,
referral_description,"For every friend that you invite to Djooky, you will both get an additional 100 DP. If that friend invites more people, you'll get 50 DP for every additional registered user","For every friend that you invite to Djooky, you will both get an additional 100 DP. If that friend invites more people, you'll get 50 DP for every additional registered user","За каждого друга, которого ты пригласишь в Джуки, ты и твой друг получите по 100 DP дополнительно. Если твой друг пригласит своих друзей, ты получишь по 50 DP за каждого зарегистрированного пользователя.","За кожного друга, якого ти запросиш до Джукі, ти та твій друг отримаете додатково 100 DP. Якщо твій друг запросить своїх друзів, ти отримаеш 50 DP за кожного зареєстрованого користувача.",对于你邀请到 Djooky 的每个朋友，你们俩都会获得额外的 100 DP（预测点)。如果该朋友邀请并注册更多，你将获得 50 DP（预测点）,友達をDjookyに招待するたびに、追加のDP100を獲得できます。 友人がより多くの人を招待した場合、追加の登録者ごとに50DPを獲得できます。,Djooky에 초대한 모든 친구는 추가로 100단위의 DP를 받습니다. 그 친구가 더 많은 사람을 초대하면 등록된 추가 사용자마다 50 DP를 받습니다.,"Por cada amigo que invite a Djooky, ambos obtendrán 100 DP adicionales. Si ese amigo invita a más personas, obtendrás 50 DP por cada usuario registrado adicional","Für jeden Freund, den du zu Djooky einlädst, bekommst du beide zusätzliche 100 DP. Wenn dieser Freund mehr Leute einlädt, bekommst du 50 DP für jeden weiteren registrierten Benutzer"
for_registration_by_link,for registration by link,for registration by link,,Для реєстрації через лінк,通过链接注册,,,,
play,Play,Play,Играть,Грати,听一下,プレイ,재생,Jugar,Spielen
password_mismatch,Passwords must match,Passwords must match,Пароли должны совпадать,Паролі мають співпадати,密码必须一样的,パスワードが一致しなければなりません。,암호가 일치해야 합니다,Las contraseñas deben coincidir,Passwörter müssen übereinstimmen
password_must_be_length,Must be at least 8 chars long,Must be at least 8 chars long,Должно быть не менее 8 символов,Повинен містити не менше 8 символів,长度必须至少为 8 个字符,長さは8文字以上でなければなりません,최소 8자 이상이어야 합니다,Debe tener al menos 8 caracteres,Es muss mindestens 8 Zeichen lang sein
i_want_receive_emails,I want to receive marketing emails,I want to receive marketing emails,Я хочу получать новости,Я бажаю отримувати новини,我想收到信息,マーケティングメールの受信を希望します。,마케팅 이메일을 받고 싶습니다,Quiero recibir noticias,Ich möchte Marketing-E-Mails erhalten
success,Success!,Success!,Успех!,Успіх!,成功了！,成功！,성공,¡Éxito!,Erfolgreich!
please_complete_your_profile,Please complete your profile (country) to be able to vote,Please complete your profile (country) to be able to vote,"Пожалуйста, заполните свой профиль (страну), чтобы иметь возможность проголосовать","Будь ласка, заповніть свій профіль (країну), щоб мати можливість голосувати",请填写你的个  人资料（国家）以便能够投票,投票するためには、プロフィール（国名）を入力してください。,투표할 수 있도록 프로필을 (국을) 작성하세요.,Por favor complete su perfil (país) para poder votar,Bitte vervollständigen Sie ihr Profil (Land) um zu voten
